time,COINBASE:open,COINBASE:high,COINBASE:low,COINBASE:close,COINBASE:volume,BINANCE:open,BINANCE:high,BINANCE:low,BINANCE:close,BINANCE:volume,BITFINEX:open,BITFINEX:high,BITFINEX:low,BITFINEX:close,BITFINEX:volume,MEXC:open,MEXC:high,MEXC:low,MEXC:close,MEXC:volume,GATEIO:open,GATEIO:high,GATEIO:low,GATEIO:close,GATEIO:volume,KRAKEN:open,KRAKEN:high,KRAKEN:low,KRAKEN:close,KRAKEN:volume,min_close,max_close,buy_exchange,sell_exchange,spread_close_absolute,spread_close_pct,is_opportunity,is_opportunity_flag,is_real_opportunity,num_exchanges_available,volume_buy_exchange,volume_sell_exchange,min_volume,volume_ratio,max_high,min_low,high_exchange,low_exchange,spread_highlow_absolute,spread_highlow_pct,opportunity_gap,hour,minute,day_of_week,is_weekend,overlap_hours,BINANCE_price_change,BITFINEX_price_change,COINBASE_price_change,GATEIO_price_change,MEXC_price_change,KRAKEN_price_change,price_change_buy_exchange,price_change_sell_exchange,spread_ma_5,volume_ma_buy_5,volume_ma_sell_5,spread_ema_5,spread_ma_15,volume_ma_buy_15,volume_ma_sell_15,spread_ema_15,spread_ma_30,volume_ma_buy_30,volume_ma_sell_30,spread_ema_30,spread_bb_ma_5,spread_bb_std_5,spread_bb_upper_5,spread_bb_lower_5,spread_bb_position_5,spread_bb_ma_15,spread_bb_std_15,spread_bb_upper_15,spread_bb_lower_15,spread_bb_position_15,spread_bb_ma_30,spread_bb_std_30,spread_bb_upper_30,spread_bb_lower_30,spread_bb_position_30,spread_rolling_std_5,spread_rolling_max_5,spread_rolling_min_5,volume_buy_rolling_std_5,volume_sell_rolling_std_5,opportunities_in_last_5,real_opportunities_in_last_5,spread_range_5,spread_zscore_5,spread_rolling_std_10,spread_rolling_max_10,spread_rolling_min_10,volume_buy_rolling_std_10,volume_sell_rolling_std_10,opportunities_in_last_10,real_opportunities_in_last_10,spread_range_10,spread_zscore_10,spread_rolling_std_30,spread_rolling_max_30,spread_rolling_min_30,volume_buy_rolling_std_30,volume_sell_rolling_std_30,opportunities_in_last_30,real_opportunities_in_last_30,spread_range_30,spread_zscore_30,spread_rate_change,spread_rate_change_pct,spread_rate_acceleration,price_ratio_buy_sell,price_ratio_BINANCE_BITFINEX,price_ratio_BINANCE_COINBASE,price_ratio_BINANCE_GATEIO,price_ratio_BINANCE_MEXC,price_ratio_BINANCE_KRAKEN,price_ratio_BITFINEX_COINBASE,price_ratio_BITFINEX_GATEIO,price_ratio_BITFINEX_MEXC,price_ratio_BITFINEX_KRAKEN,price_ratio_COINBASE_GATEIO,price_ratio_COINBASE_MEXC,price_ratio_COINBASE_KRAKEN,price_ratio_GATEIO_MEXC,price_ratio_GATEIO_KRAKEN,price_ratio_MEXC_KRAKEN,avg_price_ratio,max_price_ratio,min_price_ratio,price_ratio_std
2025-12-07 10:00:00,89119.56,89154.47,89119.56,89154.47,0.77099994,89104.23,89142.9,89104.22,89142.9,4.20221,89161.0,89161.0,89161.0,89161.0,0.002,89110.0,89142.91,89104.22,89142.91,2.10502362,89116.1,89137.9,89116.0,89137.9,256581.1714544,89125.4,89125.4,89125.4,89125.4,0.01024293,89125.4,89161.0,KRAKEN,BITFINEX,35.60000000000582,0.03994371974768789,0,0,0,6,0.01024293,0.002,0.002,0.1952566306711068,89161.0,89104.22,BITFINEX,BINANCE,56.779999999998836,0.06372313230506797,0.02377941255738008,10,0,6,1,0,0.04339861306247555,0.0,0.03917209645110848,0.024462470866642907,0.03693188194366905,0.0,0.0,0.0,,,,0.03994371974768789,,,,0.03994371974768789,,,,0.03994371974768789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000399437197477,1.0002030447741772,1.0001297916042668,0.9999439102833765,1.0000001121794333,0.9998036859918177,0.9999267617007436,0.9997409181144221,0.9997971086012943,0.9996007222888931,0.9998141428018135,0.9998703374042828,0.9996739367078284,1.0000562050485822,0.9998597678428592,0.9998035738344192,0.9998816012785473,1.0002030447741772,0.9996007222888931,0.00016510585010859238
2025-12-07 10:01:00,89154.48,89196.88,89154.48,89196.88,0.56319335,89142.89,89179.98,89142.89,89179.97,1.69741,89177.0,89200.0,89177.0,89200.0,0.00496309,89142.91,89180.0,89142.89,89179.97,1.33284698,89138.0,89181.2,89138.0,89181.2,222596.2265341,89125.4,89125.4,89125.3,89125.3,0.1221252,89125.3,89200.0,KRAKEN,BITFINEX,74.69999999999709,0.08381458463533596,0,0,0,6,0.1221252,0.00496309,0.00496309,0.040639360263074284,89200.0,89125.3,BITFINEX,KRAKEN,74.69999999999709,0.08381458463533596,0.0,10,1,6,1,0,0.041596138514245776,0.02579140361303924,0.04755790174538479,0.04846417913796258,0.04157369329764719,-0.00011220145995560059,-0.00011220145995560059,0.02579140361303924,,,,0.054567341376903916,,,,0.0454275778586439,,,,0.04277409812753616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04387086488764807,109.83169610834128,,1.0008381458463533,1.0002246020042393,1.0001896165697297,1.0000137923347585,1.0,0.9993869699664623,0.9999650224215247,0.9997892376681614,0.9997754484304933,0.9991625560538117,0.9998242090978966,0.9998104193778975,0.9991975055629748,0.9999862078554673,0.9993731862769284,0.9993869699664623,0.999739049572454,1.0002246020042393,0.9991625560538117,0.0003503143175761629
2025-12-07 10:02:00,89196.87,89210.51,89193.97,89202.46,0.13588578,89179.98,89190.17,89179.97,89190.17,0.70894,89210.0,89214.0,89210.0,89214.0,0.0053307499999999,89179.97,89190.2,89179.97,89190.17,0.50877996,89184.6,89192.2,89184.6,89192.2,220513.0016266,89125.4,89129.9,89125.3,89129.9,0.24621586,89129.9,89214.0,KRAKEN,BITFINEX,84.10000000000582,0.09435666370096435,0,0,0,6,0.24621586,0.0053307499999999,0.0053307499999999,0.02165071738270597,89214.0,89125.3,BITFINEX,KRAKEN,88.69999999999709,0.09952280665534599,0.005166142954381642,10,2,6,1,0,0.011426331335802418,0.004483802264320143,0.0062670360518379846,0.008521650598860418,0.011437545897354628,0.005049065698442869,0.005049065698442869,0.004483802264320143,,,,0.0678304488182574,,,,0.05154371358893396,,,,0.046102005583886364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010542079065628387,12.577857554857918,-0.03332878582201968,1.0009435666370097,1.0002671819102935,1.0001377954543647,1.0000227603557656,1.0,0.9993242528857159,0.9998706481045576,0.9997556437330464,0.9997328894568117,0.9990573228417063,0.9998849807505308,0.9998622235306066,0.9991865695183741,0.9999772401622563,0.999301508427867,0.9993242528857159,0.9997136846678407,1.0002671819102935,0.9990573228417063,0.0003773244777449081
2025-12-07 10:03:00,89202.46,89202.46,89134.61,89154.84,2.12048586,89190.17,89190.17,89124.58,89141.09,7.93287,89229.0,89229.0,89229.0,89229.0,0.001,89190.17,89190.17,89124.58,89141.08,5.54552848,89192.1,89192.1,89132.0,89136.9,318637.2417623,89129.8,89129.9,89129.8,89129.9,0.0077405899999999,89129.9,89229.0,KRAKEN,BITFINEX,99.10000000000582,0.1111860329698629,0,0,0,6,0.0077405899999999,0.001,0.001,0.12918911865891528,89229.0,89124.58,BITFINEX,BINANCE,104.41999999999825,0.11716184244570718,0.005975809475844279,10,3,6,1,0,-0.055028485762502466,0.0,-0.05338417796999084,-0.06188888926262711,-0.05503969776041071,0.00011219592099529995,0.00011219592099529995,0.0,,,,0.0822823102021259,,,,0.05899900351155008,,,,0.050300975092659045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016829369268898553,17.835909631389978,0.0062872902032701655,1.0011118603296987,1.0009861894217358,1.0001542498526774,0.9999529958630751,0.999999887818289,0.9998744686653483,0.9991688800726221,0.9989678243620347,0.9990146701184592,0.9988893745307018,0.9997987770490082,0.9998456617722605,0.9997202619622221,1.0000468941594336,0.9999214691109967,0.9998745808329896,0.9997477457061236,1.0009861894217358,0.9988893745307018,0.0005468754058064163
2025-12-07 10:04:00,89156.01,89158.77,89152.66,89156.39,0.28248249,89141.09,89141.09,89141.08,89141.08,0.81503,89182.0,89182.0,89182.0,89182.0,0.01,89141.08,89141.09,89141.08,89141.08,0.5469516,89137.0,89137.0,89136.9,89137.0,204204.3002744,89129.9,89130.0,89129.9,89130.0,0.01194789,89130.0,89182.0,KRAKEN,BITFINEX,52.0,0.058341748008526866,0,0,0,6,0.01194789,0.01,0.01,0.8369678662927095,89182.0,89129.9,BITFINEX,KRAKEN,52.10000000000582,0.05845400926064746,0.00011226125212059762,10,4,6,1,0,-1.121817109793173e-05,0.0,0.0004262191634693574,0.0,0.0,0.00011219579513252092,0.00011219579513252092,0.0,0.0775285498124756,0.07965449399999999,0.00465876799999998,0.07430212280425956,,,,0.05891684657367218,,,,0.050819734635618265,0.0775285498124756,0.02844414982817623,0.13441684946882806,0.02064025015612314,0.33136425310783363,,,,,,,,,,,0.02844414982817623,0.1111860329698629,0.03994371974768789,0.1050240550333405,0.0035188265629851616,0.0,0.0,0.071242313222175,-0.6745429875686655,,,,,,,,,,,,,,,,,,,-0.05284428496133604,-47.527808619325,-0.06967365423023458,1.0005834174800852,1.0004590476130646,1.0001717502188665,0.9999542298567619,1.0,0.9998757026502259,0.9997128344284721,0.9994954138727546,0.9995411630149582,0.9994169226974053,0.9997825169906498,0.9998282792742057,0.9997040032688628,1.00004577223824,0.999921469199098,0.9998757026502259,0.999852320531586,1.0004590476130646,0.9994169226974053,0.00026810497643957727
2025-12-07 10:05:00,89154.01,89158.01,89129.06,89152.79,2.58476522,89141.08,89141.09,89122.0,89135.42,4.12656,,,,,,89141.08,89141.08,89122.0,89135.46,0.36736993,89136.9,89137.0,89121.6,89132.0,297374.2292452,89130.0,89130.0,89129.9,89129.9,0.00381377,89129.9,89152.79,KRAKEN,COINBASE,22.889999999999418,0.025681617504338523,0,0,0,5,0.00381377,2.58476522,0.00381377,677.7454382409007,89158.01,89121.6,COINBASE,GATEIO,36.40999999998894,0.040854293459710034,0.015172675955371511,10,5,6,1,0,-0.006349485557055728,,-0.0013684185377653391,-0.005497162230225843,-0.006304612867597457,-0.0001121956692536977,-0.0001121956692536977,-0.0013684185377653391,0.07467612936380572,0.07836866199999999,0.521211812,0.05809528770428589,,,,0.05476244294000547,,,,0.04919792062714861,0.07467612936380572,0.03343307518190849,0.14154227972762268,0.00780997899998874,0.13363741150874298,,,,,,,,,,,0.03343307518190849,0.1111860329698629,0.025681617504338523,0.10611996975456775,1.153565833279352,0.0,0.0,0.08550441546552438,-1.4654503539650283,,,,,,,,,,,,,,,,,,,-0.03266013050418834,-55.98071984304437,0.020184154457147697,1.0002568161750434,,1.000194872027304,0.9999616314143132,1.0000004487553882,0.9999380717564352,,,,,0.9997668048302247,0.9998056146083596,0.9997432497625706,1.0000388188304987,0.9999764394381366,0.999937623029039,0.9999363574452268,1.000194872027304,0.9997432497625706,0.00013614455415634133
2025-12-07 10:06:00,89152.79,89152.79,89116.32,89120.56,0.59198054,89135.42,89135.43,89106.61,89109.8,3.20082,,,,,,89135.46,89135.46,89106.44,89109.8,4.75815608,89131.9,89132.0,89110.0,89111.0,288492.5888434,89130.0,89130.0,89130.0,89130.0,0.0004315,89109.8,89130.0,BINANCE,KRAKEN,20.19999999999709,0.022668662706006624,0,0,0,5,3.20082,0.0004315,0.0004315,0.00013480920514118258,89152.79,89106.44,COINBASE,MEXC,46.34999999999127,0.05201644235814074,0.02934777965213412,10,6,6,1,0,-0.02874278261099274,,-0.03615142049956701,-0.02344839501906072,-0.028787645231205954,0.0,-0.02874278261099274,0.0,0.06244694497793986,0.694107622,0.5203054939999999,0.04628641270485947,,,,0.050750720410755616,,,,0.047486355599978165,0.06244694497793986,0.03982644389777783,0.14209983277349553,-0.017205942817615796,0.2503023219068228,,,,,,,,,,,0.03982644389777783,0.1111860329698629,0.022668662706006624,1.4050944079646106,1.1540745004305983,0.0,0.0,0.08851737026385628,-0.9987907123727088,,,,,,,,,,,,,,,,,,,-0.003012954798331899,-11.731951065087335,0.02964717570585644,1.0002266866270602,,1.0001207499062954,1.0000134665323006,1.0,1.0002266866270602,,,,,0.9998927295788985,0.9998792646724841,1.0001059239304602,0.9999865336490444,1.0002132172234628,1.0002266866270602,1.0000665258747068,1.0002266866270602,0.9998792646724841,0.00013175119213905965
2025-12-07 10:07:00,89119.91,89164.39,89113.63,89164.38,1.55608859,89109.81,89146.76,89103.97,89146.76,3.37387,89181.0,89181.0,89181.0,89181.0,0.00111839,89109.8,89146.75,89103.97,89146.75,2.32557569,89111.0,89142.7,89108.0,89142.7,268828.6343471,89129.9,89129.9,89125.0,89125.0,0.0201982,89125.0,89181.0,KRAKEN,BITFINEX,56.0,0.06283309957924263,0,0,0,6,0.0201982,0.00111839,0.00111839,0.055370775613668544,89181.0,89103.97,BITFINEX,BINANCE,77.02999999999884,0.08644957121439015,0.023616471635147518,10,7,6,1,0,0.04146569272226828,0.0,0.04989906295910887,0.03557361044090751,0.04146569737559403,-0.0054975939611669935,-0.0054975939611669935,0.0,0.056142232153595505,0.64890409,0.5194630219999999,0.05180197499632053,,,,0.052261017806816495,,,,0.048476468114769425,0.056142232153595505,0.03580417043298757,0.12775057301957066,-0.01546610871237964,0.5467184921807503,,,,,,,,,,,0.03580417043298757,0.1111860329698629,0.022668662706006624,1.426577308038388,1.1545458548043066,0.0,0.0,0.08851737026385628,0.18687396872300122,,,,,,,,,,,,,,,,,,,0.04016443687323601,177.1804424201585,0.04317739167156791,1.0006283309957924,1.0003840857480406,1.0001976516028177,0.9999544571221658,0.9999998878254241,0.9997559081227406,0.9998136374339827,0.9995705363250019,0.9996159495856741,0.9993720635561386,0.9997568535776281,0.9998022753032096,0.9995583438139759,1.0000454327723975,0.9998014419576702,0.9997560202699481,0.9998256363344545,1.0003840857480406,0.9993720635561386,0.0002601459247131585
2025-12-07 10:08:00,89164.39,89164.39,89150.88,89160.03,0.37568214,89146.76,89148.09,89134.73,89148.08,2.56079,89202.0,89202.0,89202.0,89202.0,0.00066,89146.75,89148.1,89133.35,89148.08,1.82621732,89142.7,89142.7,89142.6,89142.7,266377.9837969,89125.1,89125.1,89125.0,89125.0,0.02183539,89125.0,89202.0,KRAKEN,BITFINEX,77.0,0.08639551192145863,0,0,0,6,0.02183539,0.00066,0.00066,0.03022616037542723,89202.0,89125.0,BITFINEX,KRAKEN,77.0,0.08639551192145863,0.0,10,8,6,1,0,0.0014807044025009826,0.0,-0.004889844477151228,0.0,0.0014919220274454718,-0.0001122018376482279,-0.0001122018376482279,0.0,0.05118412794391466,0.65172305,0.519395022,0.06333315397136656,,,,0.056527829571146763,,,,0.05092285803778163,0.05118412794391466,0.026880668812452786,0.10494546556882023,-0.0025772096809909134,0.8274786820150832,,,,,,,,,,,0.026880668812452786,0.08639551192145863,0.022668662706006624,1.4250066711554585,1.1545840344814868,0.0,0.0,0.063726849215452,1.3099147280603332,,,,,,,,,,,,,,,,,,,0.023562412342215996,37.500000000000014,-0.016602024531020013,1.0008639551192147,1.0006048363576647,1.0001340466334216,0.9999396509717314,1.0,0.9997411049121865,0.9995294948543755,0.9993352166991771,0.9993955292482232,0.999136790654918,0.9998056303929014,0.9998659713326701,0.9996071109442202,1.0000603526704936,0.9998014419576702,0.9997411049121865,0.9997798855027892,1.0006048363576647,0.999136790654918,0.0003607269397386359
2025-12-07 10:09:00,89162.92,89170.77,89158.01,89170.77,0.16701398,89148.09,89159.65,89148.08,89159.64,1.66444,,,,,,89148.08,89159.65,89148.08,89159.64,1.15164582,89142.7,89155.4,89142.7,89155.4,201301.7322765,89125.1,89125.1,89125.1,89125.1,0.04095236,89125.1,89170.77,KRAKEN,COINBASE,45.669999999998254,0.051242579250961005,0,0,0,5,0.04095236,0.16701398,0.04095236,4.078250435383944,89170.77,89125.1,COINBASE,KRAKEN,45.669999999998254,0.051242579250961005,0.0,10,9,6,1,0,0.012955970228866272,,0.008804108254873013,0.01424681998637812,0.012967188973669058,0.0,0.0,0.008804108254873013,0.049764294192401484,0.657523944,0.550797818,0.05930296239789805,,,,0.05586717328112355,,,,0.05094348521282547,0.049764294192401484,0.026594048560605453,0.10295239131361239,-0.003423802928809422,0.5138967658044867,,,,,,,,,,,0.026594048560605453,0.08639551192145863,0.022668662706006624,1.4218066306555455,1.139299741404531,0.0,0.0,0.063726849215452,0.05558706321794675,0.02980005040731821,0.1111860329698629,0.022668662706006624,0.9980586345253324,0.8122489209634434,0.0,0.0,0.08851737026385628,-0.41623562987099644,,,,,,,,,,-0.03515293267049762,-40.68837823711819,-0.05871534501271362,1.0005124257925095,,1.0001248322671559,0.9999524448506072,1.0,0.9996126049858435,,,,,0.9998276341002774,0.9998751833139939,0.9994878366531993,1.0000475574109926,0.9996601439733321,0.9996126049858435,0.9998200842541245,1.0001248322671559,0.9994878366531993,0.00021593773626932483
