time,BINANCE:open,BINANCE:high,BINANCE:low,BINANCE:close,BINANCE:volume,BITFINEX:open,BITFINEX:high,BITFINEX:low,BITFINEX:close,BITFINEX:volume,KRAKEN:open,KRAKEN:high,KRAKEN:low,KRAKEN:close,KRAKEN:volume,min_close,max_close,buy_exchange,sell_exchange,spread_close_absolute,spread_close_pct,is_opportunity,is_opportunity_flag,is_real_opportunity,num_exchanges_available,volume_buy_exchange,volume_sell_exchange,min_volume,volume_ratio,max_high,min_low,high_exchange,low_exchange,spread_highlow_absolute,spread_highlow_pct,opportunity_gap,hour,minute,day_of_week,is_weekend,overlap_hours,BINANCE_volatility,BITFINEX_volatility,KRAKEN_volatility,volatility_avg,volatility_max,volatility_min,price_position_buy_exchange,price_position_sell_exchange,BINANCE_price_change,BITFINEX_price_change,KRAKEN_price_change,price_change_buy_exchange,price_change_sell_exchange,spread_rolling_std_5,spread_rolling_max_5,spread_rolling_min_5,volume_buy_rolling_std_5,volume_sell_rolling_std_5,opportunities_in_last_5,real_opportunities_in_last_5,spread_range_5,spread_zscore_5,spread_rolling_std_15,spread_rolling_max_15,spread_rolling_min_15,volume_buy_rolling_std_15,volume_sell_rolling_std_15,opportunities_in_last_15,real_opportunities_in_last_15,spread_range_15,spread_zscore_15,spread_rolling_std_30,spread_rolling_max_30,spread_rolling_min_30,volume_buy_rolling_std_30,volume_sell_rolling_std_30,opportunities_in_last_30,real_opportunities_in_last_30,spread_range_30,spread_zscore_30,spread_ma_5,volume_ma_buy_5,volume_ma_sell_5,spread_ema_5,spread_ma_15,volume_ma_buy_15,volume_ma_sell_15,spread_ema_15,spread_ma_30,volume_ma_buy_30,volume_ma_sell_30,spread_ema_30,spread_bb_upper_5,spread_bb_lower_5,spread_bb_position_5,spread_bb_upper_15,spread_bb_lower_15,spread_bb_position_15,spread_bb_upper_30,spread_bb_lower_30,spread_bb_position_30,spread_rate_change,spread_rate_change_pct,spread_rate_acceleration,price_ratio_buy_sell,price_ratio_BINANCE_BITFINEX,price_ratio_BINANCE_KRAKEN,price_ratio_BITFINEX_KRAKEN,avg_price_ratio,max_price_ratio,min_price_ratio,price_ratio_std,spread_lag_1,volume_buy_lag_1,volume_sell_lag_1,min_volume_lag_1,is_opportunity_lag_1,is_real_opportunity_lag_1,price_change_buy_lag_1,price_change_sell_lag_1,volatility_avg_lag_1,spread_lag_5,volume_buy_lag_5,volume_sell_lag_5,min_volume_lag_5,is_opportunity_lag_5,is_real_opportunity_lag_5,price_change_buy_lag_5,price_change_sell_lag_5,volatility_avg_lag_5,spread_lag_10,volume_buy_lag_10,volume_sell_lag_10,min_volume_lag_10,is_opportunity_lag_10,is_real_opportunity_lag_10,price_change_buy_lag_10,price_change_sell_lag_10,volatility_avg_lag_10,spread_lag_30,volume_buy_lag_30,volume_sell_lag_30,min_volume_lag_30,is_opportunity_lag_30,is_real_opportunity_lag_30,price_change_buy_lag_30,price_change_sell_lag_30,volatility_avg_lag_30,buy_exchange_lag_1,sell_exchange_lag_1,spread_diff_from_lag_1,volume_diff_from_lag_1,spread_diff_from_lag_5,volume_diff_from_lag_5
2022-03-04 10:00:00,0.738,0.7385,0.738,0.7384,45673.0,0.73861,0.7389,0.73851,0.7389,434.31194654,,,,,,0.7384,0.7389,BINANCE,BITFINEX,0.000500000000000056,0.06771397616468797,0,0,0,2,45673.0,434.31194654,434.31194654,0.009509161792306176,0.7389,0.738,BITFINEX,BINANCE,0.0009000000000000119,0.12195121951219673,0.05423724334750876,10,0,4,0,0,0.06771397616468797,0.05278116118554628,,0.06024756867511712,0.06771397616468797,0.05278116118554628,0.7999999999998224,1.0,0.05420054200541409,0.03926293984647006,,0.05420054200541409,0.03926293984647006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06771397616468797,,,,0.06771397616468797,,,,0.06771397616468797,,,,,,,,,,,,,1.000677139761647,1.000677139761647,,,1.000677139761647,1.000677139761647,1.000677139761647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-04 10:01:00,0.7384,0.7384,0.7378,0.7379,64430.0,0.73859,0.73859,0.73859,0.73859,5.4163,,,,,,0.7379,0.73859,BINANCE,BITFINEX,0.0006899999999999684,0.09350860550209628,0,0,0,2,64430.0,5.4163,5.4163,8.406487661027471e-05,0.73859,0.7378,BITFINEX,BINANCE,0.0007899999999999574,0.10707508809975025,0.013566482597653973,10,1,4,0,0,0.08131183087138283,0.0,,0.040655915435691414,0.08131183087138283,0.0,0.16666666666666666,,-0.06771397616467294,0.0,,-0.06771397616467294,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07631218594382408,,,,0.070938304831864,,,,0.06937814579935948,,,,,,,,,,0.02579462933740831,,,1.000935086055021,1.000935086055021,,,1.000935086055021,1.000935086055021,1.000935086055021,,0.06771397616468797,45673.0,434.31194654,434.31194654,0.0,0.0,0.05420054200541409,0.03926293984647006,0.06024756867511712,,,,,,,,,,,,,,,,,,,,,,,,,,,,BINANCE,BITFINEX,0.02579462933740831,-428.89564654000003,,
2022-03-04 10:02:00,0.7379,0.7381,0.7374,0.738,104014.0,0.73834,0.73834,0.73809,0.73809,56.7719,0.73828,0.73854,0.73761,0.73854,2210.4115208,0.738,0.73854,BINANCE,KRAKEN,0.0005399999999999849,0.07317073170731503,0,0,0,3,104014.0,2210.4115208,2210.4115208,0.02125109620627992,0.73854,0.7374,KRAKEN,BINANCE,0.0011399999999999189,0.15459723352317858,0.08142650181586356,10,2,4,0,0,0.09485094850947465,0.033871208118247426,0.12592412056218844,0.08488209239663684,0.12592412056218844,0.033871208118247426,0.8571428571428571,1.0,0.01355197181189714,-0.03385973941544173,0.035216990843572486,0.01355197181189714,0.035216990843572486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0752650345316544,,,,0.07121735819129538,,,,0.06962282876116307,,,,,,,,,,-0.020337873794781247,,-0.046132503132189556,1.0007317073170732,1.0001219512195123,1.0007317073170732,1.0006096817461285,1.000487780094238,1.0007317073170732,1.0001219512195123,0.0003226385503599844,0.09350860550209628,64430.0,5.4163,5.4163,0.0,0.0,-0.06771397616467294,0.0,0.040655915435691414,,,,,,,,,,,,,,,,,,,,,,,,,,,,BINANCE,BITFINEX,-0.020337873794781247,2204.9952208,,
2022-03-04 10:03:00,0.738,0.7387,0.738,0.7387,41102.0,0.73866,0.73909,0.73866,0.73909,100.0,0.73859,0.73881,0.73859,0.7388,964.64973559,0.7387,0.73909,BINANCE,BITFINEX,0.00039000000000000146,0.05279545146879673,0,0,0,3,41102.0,100.0,100.0,0.002432971631550776,0.73909,0.738,BITFINEX,BINANCE,0.0010900000000000354,0.14769647696477445,0.09490102549597772,10,3,4,0,0,0.09476106673887016,0.05817965335751281,0.029778018408229284,0.06090624616820409,0.09476106673887016,0.029778018408229284,1.0,1.0,0.09485094850948969,0.058213521782693185,0.028432553920313505,0.09485094850948969,0.058213521782693185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06777517351070184,,,,0.06891461985098304,,,,0.06853719151649429,,,,,,,,,,-0.020375280238518298,,-3.740644373705082e-05,1.000527954514688,1.000527954514688,1.000135372952484,0.9996076255936354,1.0000903176869358,1.000527954514688,0.9996076255936354,0.00046181577868956516,0.07317073170731503,104014.0,2210.4115208,2210.4115208,0.0,0.0,0.01355197181189714,0.035216990843572486,0.08488209239663684,,,,,,,,,,,,,,,,,,,,,,,,,,,,BINANCE,KRAKEN,-0.020375280238518298,-2110.4115208,,
2022-03-04 10:04:00,0.7386,0.7389,0.7385,0.7388,136165.0,0.73932,0.73932,0.73932,0.73932,286.039023,0.73904,0.73904,0.73904,0.73904,4054.9326,0.7388,0.73932,BINANCE,BITFINEX,0.0005199999999999649,0.07038440714671966,0,0,0,3,136165.0,286.039023,286.039023,0.002100679491793045,0.73932,0.7385,BITFINEX,BINANCE,0.0008199999999999319,0.11103588354772266,0.040651476401003,10,4,4,0,0,0.054141851651320516,0.0,0.0,0.018047283883773507,0.054141851651320516,0.0,0.75,,0.027078256160300292,0.0,0.0,0.027078256160300292,0.0,0.014599723023132125,0.09350860550209628,0.05279545146879673,40774.23991566244,911.4161080147645,0.0,0.0,0.040713154033299545,,,,,,,,,,,,,,,,,,,,0.07151463439792313,78276.8,607.2357580679999,0.06864491805604112,,,,0.06909834326295013,,,,0.06865636671844433,0.10071408044418738,0.042315188351658886,,,,,,,,0.01758895567792293,,0.03796423591644123,1.0007038440714673,1.0007038440714673,1.0003248511099079,0.9996212736027702,1.000216656261382,1.0007038440714673,0.9996212736027702,0.0005493353246055132,0.05279545146879673,41102.0,100.0,100.0,0.0,0.0,0.09485094850948969,0.058213521782693185,0.06090624616820409,,,,,,,,,,,,,,,,,,,,,,,,,,,,BINANCE,BITFINEX,0.01758895567792293,186.039023,,
2022-03-04 10:05:00,0.7387,0.7389,0.7385,0.7388,65868.0,,,,,,0.73911,0.73911,0.73911,0.73911,1162.84005,0.7388,0.73911,BINANCE,KRAKEN,0.00031000000000003247,0.04195993502978241,0,0,0,2,65868.0,1162.84005,1162.84005,0.017654096830023683,0.73911,0.7385,KRAKEN,BINANCE,0.0006099999999999994,0.08259986459038583,0.04063992956060342,10,5,4,0,0,0.054141851651320516,,0.0,0.027070925825660258,0.054141851651320516,0.0,0.75,,0.013537295248407875,,0.0,0.013537295248407875,0.0,0.019868245859840865,0.09350860550209628,0.04195993502978241,37615.01528911028,934.7941127474015,0.0,0.0,0.051548670472313866,,,,,,,,,,,,,,,,,,,,0.06636382617094203,82315.8,752.9413787599999,0.059749923713954885,,,,0.06570604223380416,,,,0.06693401628691775,0.10610031789062375,0.026627334451260296,,,,,,,,-0.02842447211693725,,-0.04601342779486018,1.0004195993502978,,1.0004195993502978,,1.0004195993502978,1.0004195993502978,1.0004195993502978,,0.07038440714671966,136165.0,286.039023,286.039023,0.0,0.0,0.027078256160300292,0.0,0.018047283883773507,0.06771397616468797,45673.0,434.31194654,434.31194654,0.0,0.0,0.05420054200541409,0.03926293984647006,0.06024756867511712,,,,,,,,,,,,,,,,,,,BINANCE,BITFINEX,-0.02842447211693725,876.801027,-0.025754041134905557,728.52810346
2022-03-04 10:06:00,0.7389,0.739,0.7387,0.7389,92874.0,0.7393,0.7393,0.7393,0.7393,148.18075083,,,,,0.0,0.7389,0.7393,BINANCE,BITFINEX,0.00039999999999995595,0.054134524292861814,0,0,0,2,92874.0,148.18075083,148.18075083,0.0015955030560759738,0.7393,0.7387,BITFINEX,BINANCE,0.0005999999999999339,0.08122377149044725,0.027089247197585438,10,6,4,0,0,0.04060089321964636,0.0,,0.02030044660982318,0.04060089321964636,0.0,0.6666666666666666,,0.0,0.0,,0.0,0.0,0.013054136312508518,0.07317073170731503,0.04195993502978241,36363.85230967698,908.0508615908847,0.0,0.0,0.03121079667753262,,,,,,,,,,,,,,,,,,,,0.05848900992909513,88004.6,781.4942689259999,0.057878123906923866,,,,0.06425960249118637,,,,0.06610824260988189,0.08459728255411217,0.03238073730407809,,,,,,,,0.012174589263079405,,0.040599061380016656,1.0005413452429286,1.0005413452429286,,,1.0005413452429286,1.0005413452429286,1.0005413452429286,,0.04195993502978241,65868.0,1162.84005,1162.84005,0.0,0.0,0.013537295248407875,0.0,0.027070925825660258,0.09350860550209628,64430.0,5.4163,5.4163,0.0,0.0,-0.06771397616467294,0.0,0.040655915435691414,,,,,,,,,,,,,,,,,,,BINANCE,KRAKEN,0.012174589263079405,-1014.65929917,-0.03937408120923446,142.76445083
2022-03-04 10:07:00,0.739,0.7394,0.7389,0.7392,85039.0,,,,,,,,,,0.0,0.7392,0.7392,BINANCE,BINANCE,0.0,0.0,0,0,0,1,85039.0,85039.0,85039.0,1.0,0.7394,0.7389,BINANCE,BINANCE,0.0004999999999999449,0.06766815536607726,0.06766815536607726,10,7,4,0,0,0.06764069264068519,,,0.06764069264068519,0.06764069264068519,0.06764069264068519,0.6,0.6,0.02706359945872503,,,0.02706359945872503,0.02706359945872503,0.026534232756281893,0.07038440714671966,0.0,35248.41411042488,37843.32397889645,0.0,0.0,0.07038440714671966,,,,,,,,,,,,,,,,,,,,0.04385486358763212,84209.6,17347.211964766,0.03858541593794925,,,,0.056227152179788076,,,,0.061843194699566936,0.09692332910019591,-0.009213601924931668,,,,,,,,-0.054134524292861814,,-0.06630911355594121,1.0,,,,,,,,0.054134524292861814,92874.0,148.18075083,148.18075083,0.0,0.0,0.0,0.0,0.02030044660982318,0.07317073170731503,104014.0,2210.4115208,2210.4115208,0.0,0.0,0.01355197181189714,0.035216990843572486,0.08488209239663684,,,,,,,,,,,,,,,,,,,BINANCE,BITFINEX,-0.054134524292861814,84890.81924917,-0.07317073170731503,82828.5884792
2022-03-04 10:08:00,0.7393,0.7394,0.7389,0.739,153505.0,,,,,,0.73937,0.7394,0.73936,0.73938,2964.37765076,0.739,0.73938,BINANCE,KRAKEN,0.00038000000000004697,0.051420838971589576,0,0,0,2,153505.0,2964.37765076,2964.37765076,0.01931127748776913,0.7394,0.7389,BINANCE,BINANCE,0.0004999999999999449,0.06766815536607726,0.016247316394487683,10,8,4,0,0,0.06765899864681257,,0.005409938056199651,0.03653446835150611,0.06765899864681257,0.005409938056199651,0.2,0.5000000000013878,-0.04057892601108711,,0.001352502806452184,-0.04057892601108711,0.001352502806452184,0.02642533818044955,0.07038440714671966,0.0,36696.40033709028,37537.40584259993,0.0,0.0,0.07038440714671966,,,,,,,,,,,,,,,,,,,,0.043579941088190695,106690.2,17920.087494918,0.04286389028249603,,,,0.05562636302876326,,,,0.06117078465260066,0.09643061744908979,-0.009270735272708407,,,,,,,,0.051420838971589576,,0.10555536326445139,1.0005142083897158,,1.0005142083897158,,1.0005142083897158,1.0005142083897158,1.0005142083897158,,0.0,85039.0,85039.0,85039.0,0.0,0.0,0.02706359945872503,0.02706359945872503,0.06764069264068519,0.05279545146879673,41102.0,100.0,100.0,0.0,0.0,0.09485094850948969,0.058213521782693185,0.06090624616820409,,,,,,,,,,,,,,,,,,,BINANCE,BINANCE,0.051420838971589576,-82074.62234924,-0.0013746124972071547,2864.37765076
2022-03-04 10:09:00,0.7391,0.7391,0.7386,0.7387,28187.0,0.73971,0.73971,0.73955,0.73955,476.498527,0.73905,0.73905,0.73905,0.73905,51.788,0.7387,0.73955,BINANCE,BITFINEX,0.0008500000000000174,0.11506700961148197,0,0,0,3,28187.0,476.498527,476.498527,0.016904903927342393,0.73971,0.7386,BITFINEX,BINANCE,0.0011099999999999444,0.15028432168967565,0.035217312078193674,10,9,4,0,0,0.06768647624203938,0.021634777905474675,0.0,0.029773751382504685,0.06768647624203938,0.0,0.2,0.0,-0.05411987552428033,-0.021630098281750682,0.0,-0.05411987552428033,-0.021630098281750682,0.041188009676878704,0.11506700961148197,0.0,45685.45192180986,37515.12769928754,0.0,0.0,0.11506700961148197,,,,,,,,,,,,,,,,,,,,0.05251646158114316,85094.6,17958.179395717998,0.06693159672549134,,,,0.0630564438516031,,,,0.06464796045639946,0.13489248093490058,-0.029859557772614245,,,,,,,,0.06364617063989239,,0.012225331668302815,1.0011506700961148,1.0011506700961148,1.0004738053336943,0.9993239131904535,1.0003161295400875,1.0011506700961148,0.9993239131904535,0.0009235293390100905,0.051420838971589576,153505.0,2964.37765076,2964.37765076,0.0,0.0,-0.04057892601108711,0.001352502806452184,0.03653446835150611,0.07038440714671966,136165.0,286.039023,286.039023,0.0,0.0,0.027078256160300292,0.0,0.018047283883773507,,,,,,,,,,,,,,,,,,,BINANCE,KRAKEN,0.06364617063989239,-2487.87912376,0.044682602464762314,190.45950400000004
